Model,Manufacturer,Price_USD,Rating,OS_Clean,Processor_Manufacturer,Processor_Generation,Core_Count,Thread_Count,RAM_GB,RAM_Type,Storage_GB,Storage_Type,Graphics_Manufacturer,Graphics_Type,Graphics_Memory_GB,Screen_Size_inches,Resolution_Width,Resolution_Height,Touchscreen,Warranty_Years
Dell Inspiron 3530 IN3530RMD8W001ORS1 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),DELL,803.88,50.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),HP,1247.88,72.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,16.1,1920.0,1080.0,False,1.0
Asus Vivobook Pro 15 OLED M6500QC-LK751WS Laptop (Ryzen 7 5800HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),ASUS,923.88,63.0,Windows,AMD,5.0,8.0,16.0,16.0,DDR4,1000,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
MSI Vector GP68 HX 13VG-214IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),MSI,2219.88,77.0,Windows,INTEL,13.0,16.0,24.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,1.0
Asus Vivobook Go 14 E1404FA-NK547WS Laptop (Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),ASUS,527.88,56.0,Windows,AMD,7.0,4.0,8.0,16.0,DDR5,512,SSD,AMD,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Lenovo Yoga 7 82YL008HIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,1094.28,68.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),ACER,393.48,51.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook 15X OLED M3504YA-LK552WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 1TB SSD/ Win11 Home),ASUS,671.88,61.0,Windows,AMD,7.0,6.0,12.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),LENOVO,1586.28,79.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,1.0
Asus Vivobook 16 2023 X1605ZAB-MB342WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),ASUS,491.88,57.0,Windows,INTEL,12.0,6.0,8.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,1.0
MSI Thin GF63 11SC-1629IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,539.88,61.0,Windows,INTEL,11.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,2.0
Asus Vivobook 15X OLED M3504YA-LK741WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),ASUS,755.4,62.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad 3 15IAU7 82RK00WXIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),LENOVO,395.88,53.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad 1 15AMN7 82VG00ERIN Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),LENOVO,387.48,51.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Asus BR1100CKA-GJ0746W Laptop (Celeron N4500/ 8GB/ 128GB SSD/ Win11 Home),ASUS,197.88,57.0,Windows,INTEL,12.0,2.0,12.0,8.0,DDR4,128,SSD,INTEL,Integrated,0.0,11.6,1366.0,768.0,False,1.0
Asus Vivobook 16X K3605ZU-MB542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),ASUS,900.0,66.0,Windows,INTEL,12.0,8.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,6.0,16.0,1920.0,1200.0,False,1.0
Asus Vivobook 16X K3605VU-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),ASUS,1079.88,64.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,6.0,16.0,1920.0,1200.0,False,1.0
Lenovo IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,755.99,63.0,Windows,INTEL,11.0,4.0,8.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook Go 14 E1404FA-NK543WS Laptop (Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),ASUS,550.68,53.0,Windows,AMD,7.0,4.0,8.0,16.0,DDR5,512,SSD,AMD,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
HP 250 G9 7M657PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),HP,406.8,56.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1366.0,768.0,False,1.0
Lenovo IdeaPad Gaming 3 82SB00V5IN Laptop (AMD Ryzen 7 6800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,803.88,64.0,Windows,AMD,6.0,8.0,16.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Acer Aspire Lite 15 2023 AL15-51 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11),ACER,641.99,60.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo Yoga 7 82YL0095IN Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),LENOVO,1094.28,70.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR5,1000,SSD,INTEL,Integrated,0.0,14.0,2880.0,1800.0,True,1.0
Asus Vivobook Pro 15 OLED M6500QC-LK741WS Laptop (Ryzen 7 5800HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),ASUS,887.88,60.0,Windows,AMD,5.0,8.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Acer Chromebook CB314-3H NX.K04SI.008 Laptop (Intel Celeron N4500/ 8GB/ 64GB SSD/ Chrome OS),ACER,269.88,57.0,Chrome,INTEL,12.0,2.0,2.0,8.0,DDR4X,64,SSD,INTEL,Integrated,0.0,14.0,1080.0,1920.0,False,1.0
Asus Vivobook Go 14 E410KA-EK013W Laptop (Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),ASUS,287.88,57.0,Windows,INTEL,12.0,2.0,2.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Dell Inspiron 7430 2 in 1 2023 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11),DELL,653.88,53.0,Windows,INTEL,13.0,6.0,8.0,8.0,DDR5,256,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,581.88,59.0,Windows,AMD,5.0,4.0,8.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Ultimus Pro NU14U3INC43BN-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),ULTIMUS,167.88,57.0,Windows,INTEL,12.0,2.0,2.0,4.0,DDR4,128,SSD,INTEL,Integrated,0.0,14.1,1366.0,768.0,False,1.0
Dell Inspiron 3520 IN3520KTMFJS01ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),DELL,437.88,54.0,Windows,INTEL,11.0,2.0,4.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Zebronics Pro Series Z ZEB-NBC 4S 2023 Laptop (12th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),ZEBRONICS,383.88,62.0,Windows,INTEL,12.0,10.0,12.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP Omen 17-ck2011TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),HP,4079.99,68.0,Windows,INTEL,13.0,24.0,32.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,16.0,17.3,2560.0,1440.0,False,1.0
Acer Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),ACER,791.88,60.0,Windows,INTEL,13.0,8.0,12.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Acer One 11 Z8-284 UN.013SI.032 Laptop ( Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),ACER,239.88,57.0,Windows,INTEL,12.0,2.0,2.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,11.6,1366.0,768.0,False,1.0
Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),ZEBRONICS,491.88,66.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP 15s-fy5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,599.88,57.0,Windows,INTEL,12.0,10.0,12.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Acer Nitro V ANV15-51 NH.QNASI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),ACER,767.88,59.0,Windows,INTEL,13.0,8.0,12.0,8.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Ultimus Lite NU14U4INC54BN-CS Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),ULTIMUS,191.88,57.0,Windows,INTEL,12.0,2.0,2.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,14.1,1366.0,768.0,False,1.0
HP Pavilion Plus ‎14-ey0789AU Laptop (AMD Ryzen 7 7840H/ 16GB/ 1TB SSD/ Win 11),HP,1067.88,69.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,1000,SSD,AMD,Integrated,0.0,14.0,2880.0,1800.0,False,1.0
HP Omen 17-cm2002TX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),HP,1823.88,75.0,Windows,INTEL,13.0,16.0,24.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,8.0,17.3,1920.0,1080.0,False,1.0
HP Omen 16-u0022TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,1937.34,74.0,Windows,INTEL,13.0,16.0,24.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,16.1,2560.0,1600.0,False,1.0
Lenovo Yoga Slim 6 14IRH8 83E00015IN Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),LENOVO,971.88,54.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR5X,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Lenovo Yoga Slim 6 83E00006IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,962.28,53.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Lenovo IdeaPad Pro 5 83AQ005SIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),LENOVO,1310.28,60.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,6.0,16.0,2560.0,1600.0,False,3.0
Lenovo IdeaPad Gaming 3 82K2027CIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,623.88,62.0,Windows,AMD,5.0,6.0,12.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Asus TUF Gaming F17 FX706HF-HX019W Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),ASUS,779.88,62.0,Windows,INTEL,11.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,17.3,1920.0,1080.0,False,1.0
Lenovo IdeaPad Flex 5 14IRU8 82Y00051IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,887.88,60.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4X,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Lenovo IdeaPad 1 15ALC7 82R400BSIN Laptop (AMD Ryzen 5 5500U / 8GB/ 512GB SSD/ Win11 Home),LENOVO,455.88,52.0,Windows,AMD,5.0,6.0,12.0,8.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Acer One 11 Z8-284 UN.013SI.033 Laptop ( Intel Celeron N4500/ 8GB/ 128GB SSD/ Win11 Home),ACER,215.88,57.0,Windows,INTEL,12.0,2.0,2.0,8.0,DDR4,128,SSD,INTEL,Integrated,0.0,11.6,1366.0,768.0,False,1.0
HP 15s-fy5006TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,431.99,53.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Dell Inspiron 5430 IN5430FR0KC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),DELL,711.48,50.0,Windows,INTEL,13.0,10.0,12.0,8.0,DDR5,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Lenovo Yoga Slim 6 14IRH8 83E00007IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,1272.0,55.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR5X,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,1.0
Lenovo IdeaPad 1 82VG00ESIN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),LENOVO,477.48,52.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo Legion Pro 5 82WM00B7IN Gaming Laptop ( AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),LENOVO,1970.28,68.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,1.0
Lenovo Legion Pro 7 2023 82WQ007TIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),LENOVO,3587.88,68.0,Windows,INTEL,13.0,24.0,32.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,12.0,16.0,2560.0,1600.0,False,1.0
HP Pavilion 14-dv2153TU Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),HP,803.88,63.0,Windows,INTEL,12.0,10.0,12.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Lenovo Legion 5 Pro 82JQ010EIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),LENOVO,1240.74,74.0,Windows,AMD,5.0,8.0,16.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,6.0,16.0,2560.0,1600.0,False,1.0
Lenovo IdeaPad Slim 5 82XD005RIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),LENOVO,866.28,53.0,Windows,INTEL,13.0,8.0,12.0,16.0,DDR5,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,False,2.0
Lenovo Legion Slim 5 82YA00DXIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),LENOVO,1670.28,74.0,Windows,INTEL,13.0,10.0,16.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,1.0
MSI CreatorPro Z16 HX B13VKTO-214IN Laptop (13th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ RTX 3000 Ada),MSI,4919.88,68.0,Windows,INTEL,13.0,24.0,12.0,64.0,DDR5,2000,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,2.0
Lenovo IdeaPad 5 Pro 82SN00F0IN Gaming Laptop (AMD Ryzen 7 6800HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,1053.29,63.0,Windows,AMD,6.0,8.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,4.0,16.0,2560.0,1600.0,False,3.0
Lenovo Yoga 7 82YL0099IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),LENOVO,1370.28,72.0,Windows,INTEL,13.0,12.0,16.0,16.0,DDR5,1000,SSD,AMD,Integrated,0.0,14.0,2880.0,1800.0,True,1.0
HP 14s-dr3002TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),HP,299.88,57.0,Windows,INTEL,12.0,2.0,2.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1366.0,768.0,False,1.0
Lenovo IdeaPad Gaming 3 82SB00V2IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,740.54,57.0,Windows,AMD,6.0,6.0,12.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Acer TravelMate P2 TMP214-53 Business Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),ACER,599.88,62.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Lenovo IdeaPad 3 15IAU7 82RK00XDIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),LENOVO,390.0,53.0,Windows,INTEL,12.0,6.0,8.0,8.0,DDR4,256,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Acer C734 NX.H8VSI.004 Chromebook Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),ACER,239.88,57.0,Chrome,INTEL,12.0,2.0,2.0,4.0,DDR4X,64,HDD,INTEL,Integrated,0.0,11.6,1280.0,1024.0,False,1.0
Lenovo IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),LENOVO,1055.88,61.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4X,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Acer Aspire 5 2023 A515-58GM Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),ACER,731.99,61.0,Windows,INTEL,13.0,10.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
MSI Bravo 15 B7ED-011IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,959.88,65.0,Windows,AMD,7.0,8.0,16.0,16.0,DDR5,512,SSD,AMD,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Gaming 3 82K101PCIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,608.54,63.0,Windows,INTEL,11.0,4.0,8.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Asus ROG Strix G15 G513RC-HN251WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),ASUS,1007.88,66.0,Windows,AMD,6.0,8.0,16.0,16.0,DDR5,1000,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 1 82VG00EVIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),LENOVO,384.0,52.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook 16 2023 X1605VA-MB957WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),ASUS,1148.27,66.0,Windows,INTEL,13.0,14.0,20.0,16.0,DDR4,1000,SSD,INTEL,Integrated,0.0,16.0,1920.0,1200.0,False,1.0
HP Zbook FireFly 14 G8 4F0W6PA Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 ),HP,1078.8,65.0,Windows,INTEL,11.0,4.0,8.0,16.0,DDR4,512,SSD,INTEL,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Dell Inspiron 15 3511 IN35117W5CCS01ORB1 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),DELL,538.68,57.0,Windows,INTEL,11.0,4.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook S14 Flip TN3402QA-LZ551WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 1TB SSD/Win11),ASUS,767.88,55.0,Windows,AMD,5.0,6.0,12.0,16.0,DDR4,1000,SSD,AMD,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Lenovo IdeaPad Gaming 3 82SB00V3IN Laptop (AMD Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,766.67,60.0,Windows,AMD,6.0,6.0,12.0,16.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Asus Vivobook S14 Flip TN3402QA-LZ751WS Laptop (AMD Ryzen 7/ 16GB/ 1TB SSD/Win11),ASUS,827.88,59.0,Windows,AMD,5.0,8.0,16.0,16.0,DDR4,1000,SSD,AMD,Integrated,0.0,14.0,1920.0,1200.0,True,1.0
Lenovo IdeaPad 1 15AMN7 82VG00J5IN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),LENOVO,455.88,52.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo Thinkpad T14 Laptop (AMD R7 Pro 4750U/ 16GB/ 512GB SSD/ Win 10 Pro),LENOVO,1080.0,55.0,Windows,AMD,4.0,8.0,16.0,16.0,DDR4,512,SSD,AMD,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Lenovo IdeaPad Gaming 3 82K2028AIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),LENOVO,557.88,57.0,Windows,AMD,5.0,4.0,8.0,8.0,DDR4,512,SSD,NVIDIA,Dedicated,4.0,15.6,1920.0,1080.0,False,1.0
Lenovo IdeaPad Slim 3 82RK011DIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11),LENOVO,395.88,57.0,Windows,INTEL,12.0,6.0,8.0,8.0,Other,256,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Dell Vostro 3520 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),DELL,515.88,53.0,Windows,INTEL,11.0,4.0,8.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
HP 255 G9 724N9EA Laptop (AMD Athlon Silver 3050U/ 4GB/ 256GB SSD/ Win11),HP,255.48,57.0,Windows,AMD,3.0,2.0,2.0,4.0,DDR4,256,SSD,AMD,Integrated,0.0,15.6,1366.0,768.0,False,1.0
Lenovo IdeaPad 1 15AMN7 82VG00EQIN Laptop (AMD Athlon 7120U / 8GB/ 512GB SSD/ Win11 Home),LENOVO,323.88,57.0,Windows,AMD,12.0,2.0,2.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,15.6,1366.0,768.0,False,1.0
Dell Vostro 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),DELL,668.4,52.0,Windows,INTEL,13.0,10.0,12.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Lenovo V14 G4 Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),LENOVO,347.88,57.0,Windows,AMD,7.0,4.0,8.0,8.0,DDR5,512,SSD,AMD,Integrated,0.0,14.0,1920.0,1080.0,False,1.0
Lenovo V15 G3 82TTA02UIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),LENOVO,539.88,59.0,Windows,INTEL,12.0,10.0,12.0,8.0,DDR4,512,SSD,INTEL,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
MSI Creator Z16 HX B13VFTO-215IN Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ RTX4060),MSI,2639.88,68.0,Windows,INTEL,13.0,16.0,24.0,32.0,DDR5,1000,SSD,NVIDIA,Dedicated,8.0,16.0,2560.0,1600.0,False,2.0
Dell Vostro 3525 Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),DELL,443.88,52.0,Windows,AMD,5.0,6.0,12.0,8.0,DDR4,512,SSD,AMD,Integrated,0.0,15.6,1920.0,1080.0,False,1.0
Asus ROG Strix G16 2023 G614JJ-N3086WS Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),ASUS,1115.88,64.0,Windows,INTEL,13.0,10.0,16.0,16.0,DDR5,512,SSD,NVIDIA,Dedicated,6.0,16.0,1920.0,1200.0,False,1.0
